Processed,Method,URI,Flags
true,GET,http://192.168.223.121/bin/view/Web.TopicName,
true,GET,http://192.168.223.121/bin/view/Web/TopicName,
true,GET,http://192.168.223.121/twiki/templates/register.tmpl,
false,GET,http://twki.org/,Out of Scope
true,GET,http://192.168.223.121/verbatim,
true,GET,http://192.168.223.121/pre,
true,GET,http://192.168.223.121/view/,
true,GET,"http://192.168.223.121/edit/,",
true,GET,http://192.168.223.121/attach/,
false,GET,http://www.phpmyadmin.net/,Out of Scope
false,GET,http://php.net/mcrypt,Out of Scope
true,GET,http://192.168.223.121/phpMyAdmin/favicon.ico,
true,GET,http://192.168.223.121/phpMyAdmin/phpmyadmin.css.php?convcharset=utf-8&js_frame=right&lang=en-utf-8&nocache=2457687151&token=56b6734565ccec034122acaa4f27794b,
true,GET,http://192.168.223.121/phpMyAdmin/print.css,
true,GET,http://192.168.223.121/phpMyAdmin/themes/original/img/logo_right.png,
true,POST,http://192.168.223.121/phpMyAdmin/index.php,
true,POST,http://192.168.223.121/phpMyAdmin/index.php,
true,GET,http://192.168.223.121/dav/?C=N;O=A,
true,GET,http://192.168.223.121/dav/?C=M;O=D,
true,GET,http://192.168.223.121/dav/?C=S;O=D,
true,GET,http://192.168.223.121/dav/?C=D;O=D,
true,GET,http://192.168.223.121/dvwa/dvwa/css/login.css,
true,GET,http://192.168.223.121/dvwa/dvwa/images/login_logo.png,
true,GET,http://192.168.223.121/dvwa/dvwa/images/RandomStorm.png,
false,GET,http://www.w3.org/TR/xhtml1/DTD/xhtml1-strict.dtd,Out of Scope
true,POST,http://192.168.223.121/dvwa/login.php,
true,GET,http://192.168.223.121/view/TWiki/TWikiHistory,
true,GET,http://192.168.223.121/oops/TWiki/TWikiHistory,
true,GET,http://192.168.223.121/mutillidae/index.php?page=home.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=login.php,
true,GET,http://192.168.223.121/mutillidae/index.php?do=toggle-hints&page=home.php,
true,GET,http://192.168.223.121/mutillidae/index.php?do=toggle-security&page=home.php,
true,GET,http://192.168.223.121/mutillidae/set-up-database.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=show-log.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=captured-data.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=credits.php,
false,GET,http://www.owasp.org/index.php/Top_10_2010-A1,Out of Scope
true,GET,http://192.168.223.121/mutillidae/index.php?page=user-info.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=register.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=view-someones-blog.php,
true,GET,http://192.168.223.121/mutillidae/?page=add-to-your-blog.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=site-footer-xss-discussion.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=html5-storage.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=capture-data.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=dns-lookup.php,
true,GET,http://192.168.223.121/mutillidae/index.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=password-generator.php&username=anonymous,
true,GET,http://192.168.223.121/mutillidae/index.php?page=user-poll.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=set-background-color.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=pen-test-tool-lookup.php,
false,GET,http://www.owasp.org/index.php/Top_10_2010-A2,Out of Scope
true,GET,http://192.168.223.121/mutillidae/index.php?page=text-file-viewer.php,
true,GET,http://192.168.223.121/mutillidae/?page=view-someones-blog.php,
true,GET,http://192.168.223.121/mutillidae/?page=show-log.php,
true,GET,http://192.168.223.121/mutillidae/?page=text-file-viewer.php,
true,GET,http://192.168.223.121/mutillidae/?page=user-info.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=browser-info.php,
false,GET,http://www.owasp.org/index.php/Top_10_2010-A3,Out of Scope
true,GET,http://192.168.223.121/mutillidae/?page=login.php,
false,GET,http://www.owasp.org/index.php/Top_10_2010-A4,Out of Scope
true,GET,http://192.168.223.121/mutillidae/index.php?page=source-viewer.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=arbitrary-file-inclusion.php,
false,GET,http://www.owasp.org/index.php/Top_10_2010-A5,Out of Scope
true,GET,http://192.168.223.121/mutillidae/index.php?page=add-to-your-blog.php,
false,GET,http://www.owasp.org/index.php/Top_10_2010-A6,Out of Scope
false,GET,http://www.owasp.org/index.php/Top_10_2010-A7,Out of Scope
false,GET,http://www.owasp.org/index.php/Top_10_2010-A8,Out of Scope
true,GET,http://192.168.223.121/mutillidae/index.php?page=secret-administrative-pages.php,
false,GET,http://en.wikipedia.org/wiki/Robots_exclusion_standard,Out of Scope
false,GET,http://www.owasp.org/index.php/Top_10_2010-A9,Out of Scope
false,GET,http://www.owasp.org/index.php/Top_10_2010-A10,Out of Scope
true,GET,http://192.168.223.121/mutillidae/?page=credits.php,
false,GET,http://www.owasp.org/index.php/Top_10_2007-A3,Out of Scope
true,GET,http://192.168.223.121/mutillidae/?page=source-viewer.php,
false,GET,http://www.owasp.org/index.php/Top_10_2007-A6,Out of Scope
true,GET,http://192.168.223.121/mutillidae/index.php?page=framing.php,
true,GET,http://192.168.223.121/mutillidae/framer.html,
true,GET,http://192.168.223.121/mutillidae/index.php?page=change-log.htm,
true,GET,http://192.168.223.121/mutillidae/index.php?page=installation.php,
true,GET,http://192.168.223.121/mutillidae/documentation/mutillidae-installation-on-xampp-win7.pdf,
true,GET,http://192.168.223.121/mutillidae/index.php?page=documentation/vulnerabilities.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=documentation/how-to-access-Mutillidae-over-Virtual-Box-network.php,
false,GET,https://www.owasp.org/index.php/Top_Ten,Out of Scope
false,GET,http://samurai.inguardians.com/,Out of Scope
false,GET,https://addons.mozilla.org/en-US/firefox/collections/jdruin/pro-web-developer-qa-pack/,Out of Scope
false,GET,http://www.irongeek.com/i.php?page=security/mutillidae-deliberately-vulnerable-php-owasp-top-10,Out of Scope
false,GET,http://www.hackersforcharity.org/ghdb/,Out of Scope
false,GET,https://www.owasp.org/,Out of Scope
false,GET,https://twitter.com/webpwnized,Out of Scope
false,GET,http://www.youtube.com/user/webpwnized,Out of Scope
false,GET,http://www.irongeek.com/,Out of Scope
true,GET,http://192.168.223.121/mutillidae/index.php?page=usage-instructions.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=php-errors.php,
true,GET,http://192.168.223.121/mutillidae/index.php?page=notes.php,
false,GET,http://www.backtrack-linux.org/,Out of Scope
false,GET,http://www.eclipse.org/pdt/,Out of Scope
false,GET,http://www.php.net/,Out of Scope
false,GET,http://www.quest.com/toad-for-mysql/,Out of Scope
false,GET,http://www.hackersforcharity.org/,Out of Scope
false,GET,http://irongeek.com/,Out of Scope
true,GET,http://192.168.223.121/mutillidae/favicon.ico,
true,GET,http://192.168.223.121/mutillidae/styles/global-styles.css,
true,GET,http://192.168.223.121/mutillidae/styles/ddsmoothmenu/ddsmoothmenu.css,
true,GET,http://192.168.223.121/mutillidae/styles/ddsmoothmenu/ddsmoothmenu-v.css,
true,GET,http://192.168.223.121/mutillidae/javascript/bookmark-site.js,
true,GET,http://192.168.223.121/mutillidae/javascript/ddsmoothmenu/ddsmoothmenu.js,
true,GET,http://192.168.223.121/mutillidae/javascript/ddsmoothmenu/jquery.min.js,
true,GET,http://192.168.223.121/mutillidae/images/coykillericon.png,
true,GET,http://192.168.223.121/mutillidae/images/owasp-logo-400-300.png,
true,GET,http://192.168.223.121/mutillidae/images/twitter.gif,
true,GET,http://192.168.223.121/mutillidae/images/youtube_256_256.png,
true,GET,http://192.168.223.121/mutillidae/images/backtrack-4-r2-logo-90-69.png,
true,GET,http://192.168.223.121/mutillidae/images/samurai-wtf-logo-320-214.jpeg,
true,GET,http://192.168.223.121/mutillidae/images/bui_eclipse_pos_logo_fc_med.jpg,
true,GET,http://192.168.223.121/mutillidae/images/php-mysql-logo-176-200.jpeg,
true,GET,http://192.168.223.121/mutillidae/images/toad-for-mysql-77-80.jpg,
true,GET,http://192.168.223.121/mutillidae/images/IhackBanner2x_final_print.jpg,
false,GET,http://www.w3.org/TR/1999/REC-html401-19991224/loose.dtd,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/TWikiSite,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/TWikiHistory,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/TWikiPlannedFeatures,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/TWikiEnhancementRequests,Out of Scope
false,GET,http://www.gnu.org/software/rcs/rcs.html,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.UsingPerl58OnRedHat8,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.RcsLite,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Support.FailedAuthenticationWithApache2OnWinNT,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/WindowsInstallCookbook,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.TWikiOn,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/TWikiInstallationGuide,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/MikeMannix,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/TWikiSystemRequirements,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev/TWikiOnUnix,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev/TWikiOnLinux,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev/TWikiOnMacOSX,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev/TWikiOnSourceForge,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev/TWikiOn,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Support,Out of Scope
false,GET,http://twiki.org/download.html,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/AdminSkillsAssumptions,Out of Scope
false,GET,http://www.info-zip.org/pub/infozip/UnZip.html,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/WebChangesAlert,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/TWikiSiteTools,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main/WebHome,Out of Scope
false,GET,http://www.apache.org/docs/mod/directives.html,Out of Scope
false,GET,http://www.mcs.kent.edu/system/web_help/htaccess/introduction.html,Out of Scope
false,GET,http://httpd.apache.org/docs/mod/core.html,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/TWikiRegistrationPub,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/AppendixFileSystem,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main/MikeMannix,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.WindowsModPerlInstallCookbook,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.WindowsInstallCookbookComments,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main/RichardDonkin,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Support.InstallDigestSHA1Fails,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main.DavidLeBlanc,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.WindowsInstallModNTLM,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.ForgettingPasswords,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main.MaryDeMarco,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.TWikiAlphaRelease,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main.MartinWittmann,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main.JerryWard,Out of Scope
false,GET,http://httpd.apache.org/,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.ActiveState,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.ModPerl,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.TWikiOnWindows,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.TWikiOnWindowsKnownConfigurations,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Support.TwikiOnWindowsBinaryAttachments,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.CygWin,Out of Scope
false,GET,http://download.cnet.com/downloads/0-4003619-100-904159.html?tag=st.dl.10001-103-1.lst-7-1.904159,Out of Scope
false,GET,http://www.simtel.net/pub/dl/11983.shtml,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.OpenSource,Out of Scope
false,GET,http://www.scintilla.org/SciTE.html,Out of Scope
false,GET,http://www.apache.org/dist/httpd/Announcement.html,Out of Scope
false,GET,http://www.apache.org/dyn/closer.cgi,Out of Scope
false,GET,http://httpd.apache.org/dist/httpd/binaries/win32/,Out of Scope
false,GET,http://httpd.apache.org/docs/windows.html,Out of Scope
false,GET,http://httpd.apache.org/docs/win_service.html,Out of Scope
false,GET,http://yourdomain.com/,Out of Scope
false,GET,http://cygwin.com/,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.ReadWriteOfflineWiki,Out of Scope
false,GET,http://cygwin.com/faq/faq.html,Out of Scope
false,GET,http://cygwin.com/cygwin-ug-net/cygwin-ug-net.html,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.CookbookLineEndingProblems,Out of Scope
false,GET,http://www.cygwin.com/cygwin-ug-net/using.html,Out of Scope
false,GET,http://cygwin.com/cygwin-ug-net/using-textbinary.html,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main/PeterThoeny,Out of Scope
false,GET,http://www.winzip.com/,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.CookbookActivePerlSetup,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.CookbookActivePerlTestenv,Out of Scope
false,GET,http://www.cpan.org/,Out of Scope
false,GET,http://yourdomain.com/bin/testenv,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.TWikiPatches,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.ChangePasswordOnWin2K,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.InternetExplorer,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.GettingTheUsernameWrong,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.ActivePerl,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev.TWikiOnWindowsArchive,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main.BerndSchiffer,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main.ChrisKeith,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main.DavideBaroncelli,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main.MattWilkie,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main.MikeBytnar,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main.RossC,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main.VictorGoh,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main.WolframJahn,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/TWikiUpgradeTo01Dec2001,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev/RcsLite,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/GoBox,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Codev/KnownIssuesOfTWiki01Feb2003,Out of Scope
false,GET,http://twiki.org/cgi-bin/edit/Main/MartinRaabe?topicparent=TWiki.TWikiDocumentation,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main/TWikiGuest,Out of Scope
false,GET,http://twiki.org/cgi-bin/edit/TWiki/NewTopic?topicparent=TWiki.TWikiDocumentation,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/WikiCulture,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main/TWikiGroups,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Know/ReadmeFirst,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/WikiSyntax,Out of Scope
false,GET,http://gnu.org/,Out of Scope
false,GET,http://xml.org/,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/WebHome,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/TablePlugin,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Plugins/GenHTMLAddon,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/GoodStyle,Out of Scope
false,GET,http://twiki.org/cgi-bin/edit/TWiki/NotExistingYet?topicparent=TWiki.TWikiDocumentation,Out of Scope
false,GET,http://yahoo.com/,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/TWikiDocGraphics,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Plugins/SpreadSheetPlugin,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Plugins,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/DefaultPlugin,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/InterWikis,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Main/OfficeLocations,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/IncludeTopicsAndWebPages,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/RegularExpression,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Plugins.TablePlugin,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/WebTopicViewTemplate,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/WebTopicNonWikiTemplate,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/TWiki/UnlockTopic,Out of Scope
false,GET,http://twiki.org/p/pub/TWiki/FileAttachment/Sample.txt,Out of Scope
true,GET,http://192.168.223.121/twiki/FileAttachment,
false,GET,http://twiki.org/cgi-bin/viewfile/TWiki/FileAttachment?filename=Sample.txt&rev,Out of Scope
false,GET,http://twiki.org/cgi-bin/attach/TWiki/FileAttachment?filename=Sample.txt&revInfo=1,Out of Scope
true,GET,http://192.168.223.121/twiki/PeterThoeny,
false,GET,http://twiki.org/cgi-bin/viewfile/TWiki/FileAttachment?filename=Smile.gif&rev,Out of Scope
false,GET,http://twiki.org/cgi-bin/attach/TWiki/FileAttachment?filename=Smile.gif&revInfo=1,Out of Scope
true,GET,http://192.168.223.121/twiki/FileAttribute,
false,GET,http://twiki.org/cgi-bin/viewfile/TWiki/TWiki/FileAttachment?filename=Sample.txt&rev,Out of Scope
false,GET,http://twiki.org/cgi-bin/viewfile/TWiki/FileAttachment?filename=Sample.txt&rev=1.1,Out of Scope
false,GET,http://twiki.org/cgi-bin/rename/TWiki/FileAttachment?attachment=Sample.txt,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Know/TopicClassification,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Know/NoDisclosure,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Know/PublicSupported,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Know/PublicFAQ,Out of Scope
false,GET,http://twiki.org/cgi-bin/view/Know/OperatingSystem,Out of Scope
